Date,Headlines,Labels
02/02/2017,Facebook subdued following strong Q4 2016 earnings; outlook for lesser ad revenue growth rate and higher expenses reiterated,0
06/02/2017,Tech groups file action against travel ban,1
06/02/2017,"Instinet reissues Facebook at Buy, views Snap impact to growth trajectory unlikely",1
08/02/2017,Facebook added to BofA's U.S. 1 List,2
08/02/2017,Facebook closing 200 of 500 Oculus demo stations at Best Buy stores,2
10/02/2017,Zuck puts on the VR gloves,1
10/02/2017,Facebook commits to audit of advertising metrics,1
14/02/2017,"Facebook introduces new video features, TV video app",1
21/02/2017,Facebook hits out at Snapchat again,1
21/02/2017,Reuters: Facebook in discussions to live-stream Major League Baseball at rate of one game per week,1
22/02/2017,Instagram enables sharing of multiple photos and videos within one post,2
22/02/2017,The Information: Facebook's Messenger looking to integrate buttons for commerce into conversations,2
23/02/2017,"Facebook expands in-stream video ads and ad breaks, begins testing ad breaks for on-demand video",1
24/02/2017,ZeniMax seeks injunction against Oculus,1
27/02/2017,Facebook video app released on Samsung Smart TVs,1
27/02/2017,WSJ: YouTube views at over 1B hours per day,1
02/03/2017,Oculus slashes price of VR gear,1
03/03/2017,WSJ: Facebook seeking pitches for TV-like video series,1
07/03/2017,LinkedIn accounting chief moving to same role at Facebook,1
07/03/2017,BBC: Facebook failed to remove sexualized child photos,1
08/03/2017,WikiLeaks casts shadow over tech,1
09/03/2017,Facebook clones Snapchat Stories in Messenger app,1
09/03/2017,"FBN rates Snap Hold, says Facebook would 'love to buy' around $20B",1
10/03/2017,Facebook moves into Major League Soccer streaming,1
14/03/2017,Facebook bans use of data for surveillance,1
16/03/2017,Judge blocks Trump's second travel ban,1
17/03/2017,EU gives tech giants service term ultimatum,1
17/03/2017,Facebook raised to $165 target at UBS,1
20/03/2017,Facebook to unveil hardware in April,1
21/03/2017,"BTIG upgrades Facebook to Buy, sees 25% upside",0
22/03/2017,Instagram reaches one million active advertisers,2
24/03/2017,Tech scrimmages for Thursday NFL,1
27/03/2017,Apple reported to intensify efforts on augmented reality eyewear,1
28/03/2017,"Facebook adds camera effects, ephemeral stories and direct sharing features to News Feed",1
29/03/2017,"Barclays starts Facebook at Buy, Snap at Equal Weight",1
30/03/2017,Oculus co-founder Luckey out at Facebook,1
04/04/2017,WhatsApp gets into digital payments?,1
04/04/2017,BTIG initiates low-visibility Snap at Neutral,1
04/04/2017,New York appeals court rules against Facebook in search-warrant case,1
05/04/2017,"Facebook testing free version of its Slack rival, Workplace",1
06/04/2017,"WPP's Sorrell: AOL, Snap can make digital-ad inroads against Facebook, Google",1
07/04/2017,"Headset maker sues Oculus, Facebook in new VR patent suit",1
10/04/2017,Facebook crests 5 million active advertisers,1
10/04/2017,U.S. teen trends to watch,1
11/04/2017,Yahoo facing remedial action as Europe's breach probe wraps,1
11/04/2017,Instagram aims at Snapchat with new 'Direct' features,1
12/04/2017,Facebook Messenger matches WhatsApp with 1.2B MAU,1
13/04/2017,"Instagram Stories sees 200M daily users, surpassing Snapchat",1
17/04/2017,Snap gets brief bounce on report suggesting it look at sale,2
17/04/2017,Facebook conference likely to lift veil on hardware research,2
18/04/2017,Facebook's F8 developer conference,1
18/04/2017,Facebook's F8 developer conference: Live updates,1
19/04/2017,Facebook conference day 2: Still all about the camera,1
20/04/2017,Facebook wants to read your mind,1
26/04/2017,Facebook under pressure for live video,1
26/04/2017,"With accelerating growth, Instagram hits 700M users",1
28/04/2017,Facebook targets 'fake news' accounts,1
03/05/2017,"Facebook adding 3,000 to review graphic/violent content",0
03/05/2017,"Facebook beats by $0.18, beats on revenue [Updated]",0
03/05/2017,"Facebook beats with Q1 report, nears 2B monthly users",0
03/05/2017,WhatsApp goes down worldwide,0
04/05/2017,Facebook -0.7%; analysts hike price targets after broad beat,1
05/05/2017,Oculus closes VR film studio,1
05/05/2017,Families of San Bernardino victims sue tech giants,1
08/05/2017,Facebook waging fake-news fight ahead of UK election,1
15/05/2017,New positions at Omega Advisors,1
15/05/2017,New positions at Tiger Global Management,1
15/05/2017,"Corvex adds Facebook, exits Williams to headline Q1 changes",1
16/05/2017,Facebook still accessible in Thailand,1
16/05/2017,Facebook finds another measurement bug; Instagram copies Snapchat,1
17/05/2017,Reports: Facebook facing fine over misleading WhatsApp review,0
18/05/2017,"Happy IPO-versary, Facebook!",2
18/05/2017,Facebook fined over WhatsApp takeover,2
18/05/2017,UK Web security push paves way for 'Facebook tax',2
18/05/2017,"Facebook to broadcast weekly MLB games, ESL matches",2
19/05/2017,Facebook rolls out food ordering option; GrubHub slides 3.5%,1
22/05/2017,Facebook may delay launch of original videos,1
23/05/2017,"LinkedIn, HP launch data center hardware non-profit",1
24/05/2017,"Reuters: Facebook sets video show deals with Vox, BuzzFeed, more",2
25/05/2017,"Instagram adds link sharing, photo mode features to Direct",2
31/05/2017,Oculus announces Chromecast support for Samsung's Gear VR headset,1
31/05/2017,Meeker trends report points to mobile ad opportunity,1
01/06/2017,Facebook hosts annual meeting,1
01/06/2017,IDC: AR and VR headsets ship 2.3M units in Q1,1
01/06/2017,Report: Facebook code looks to presage teen messaging app,1
01/06/2017,EU: Social media handling of hate speech is getting better,1
02/06/2017,FANG frothiness to continue?,2
05/06/2017,Sony sells 1M PlayStation VR headsets,1
07/06/2017,Oculus brings Rift headsets to 90 California libraries,1
07/06/2017,CNBC: Facebook moving WhatsApp off IBM cloud,1
09/06/2017,Piper Jaffray: Facebook could triple revenue by 2022,0
09/06/2017,"Afternoon tumble for tech led by FAAMG, chips",0
12/06/2017,Weekend can't stop tech selloff,1
12/06/2017,"Facebook rolls out new ""value-based"" ad tools",1
12/06/2017,WSJ: Facebook building news-subscription feature,1
12/06/2017,Nasdaq Composite closes down as tech pullback continues,1
12/06/2017,Report: Facebook resurrecting canceled MTV show for video tab,1
13/06/2017,Subscription news at Facebook mobile,1
13/06/2017,"S&P 500 tech sector, Nasdaq Composite Index nearly flat as pullback eases",1
15/06/2017,Nasdaq Composite Index slips on tech weakness,2
15/06/2017,Facebook leaning on A.I. to fight terrorist content,2
19/06/2017,"S&P 500 tech sector up 1.47% led by Microsoft, Apple",1
19/06/2017,Snap +2.7% on Time Warner show development deal,1
19/06/2017,IDC: VR and AR shipments will reach 100M shipped by 2021,1
20/06/2017,Instagram Stories hits 250M daily users; Snap -2.9%,1
21/06/2017,Facebook fights against potential Oculus sales block,2
21/06/2017,Uber eyeing Facebook's Sandberg for CEO spot - NYPost,2
22/06/2017,Facebook won't release campaign ad data to political researchers,1
22/06/2017,Snap Map feature powered by $250M-plus purchase of Zenly,1
22/06/2017,"Facebook unveils new mission statement, tools focused on Groups",1
22/06/2017,Facebook discussing WhatsApp peer-to-peer payments in India,1
23/06/2017,Facebook announces UK counter-extremism initiative,2
23/06/2017,Instagram testing friend-only sharing lists,2
26/06/2017,Facebook is going Hollywood,0
26/06/2017,Tech giants announce counter-terrorism joint project,0
27/06/2017,Facebook deletes 66K hate speech messages a week,0
27/06/2017,Facebook partners with Fox to live stream soccer matches,0
27/06/2017,NBC to offer direct streaming of Premier League games,0
27/06/2017,Facebook crosses 2 billion-user line,0
29/06/2017,Instagram launches AI-backed offensive comment blocker,1
30/06/2017,Germany gives social networks 24 hours to remove hate speech or risk fine,1
30/06/2017,"Facebook rolls out ""Find Wi-Fi"" service worldwide for Android and iOS",1
30/06/2017,Facebook will demote News Feed links from spamming accounts,1
03/07/2017,Facebook eases into crosshairs of EU antitrust watchdogs,0
03/07/2017,Facebook wins dismissal of U.S. user-privacy suit,0
03/07/2017,Dow hits new record high; FAANG stocks slump,0
06/07/2017,Seeking World Cup clips from Fox,1
06/07/2017,Instagram adds photo and video reply options,1
10/07/2017,Facebook drops Oculus Rift prices for limited time,2
10/07/2017,Will Facebook shares rally 45% by 2018?,2
11/07/2017,Facebook rolls out Messenger ads globally,2
12/07/2017,"Ad CEO says Facebook ""successfully countering"" Snap",2
12/07/2017,Facebook brings VR live streams to Oculus Rift,2
13/07/2017,Sun Valley conference gets underway,1
13/07/2017,Facebook planning $200 wireless Oculus VR headset next year,1
14/07/2017,Oculus Rift bundle price will go up $100 after sale,1
18/07/2017,Facebook expanding huge New Mexico data center,2
19/07/2017,Facebook to test subscription news product in fall,1
19/07/2017,Tencent +3.7% as WeChat could benefit from WhatsApp's China hurdles,1
19/07/2017,Channel checks prompt Needham to reiterate Buy on Facebook,1
21/07/2017,Facebook explores 'modular' device,1
21/07/2017,"Apple, Google, Facebook spent record amounts lobbying Washington",1
25/07/2017,Facebook joining the smart speaker market?,1
26/07/2017,Bloomberg: Facebook TV shows now to come mid-August,1
26/07/2017,"Facebook beats by $0.19, beats on revenue",1
26/07/2017,Facebook rides heavy mobile ad gains to Q2 beat (updated),1
27/07/2017,Facebook +2.9% after strong Q2; analysts raise targets,0
31/07/2017,"Facebook -1.7% as Pivotal cuts to Sell, sees 17.5% downside",0
01/08/2017,Bloomberg: Facebook building video chat device for homes,1
08/08/2017,Facebook to stop charging for accidental clicks,1
09/08/2017,Facebook launches video efforts with 'Watch' tab rollout,1
11/08/2017,Facebook acquires German video-editing start-up,1
11/08/2017,Facebook linked to photo-sharing app released in China,1
14/08/2017,New positions at Third Point,1
15/08/2017,"Apple, Facebook among tech companies filing cell location legal brief",1
16/08/2017,Trump tweets that Amazon causes job losses; Amazon initiated at SunTrust,1
16/08/2017,"Snap +3.5%; Cantor gets bullish, SunTrust starts at Sell",1
17/08/2017,How far to police hate speech?,0
18/08/2017,Citi says Alphabet passes Facebook as hedge fund favorite,1
18/08/2017,"Recode: Facebook Marketplace could add ticket sales, auto listings",1
22/08/2017,"Facebook usage expected to drop with younger users, Instagram picks up some slack",1
23/08/2017,Facebook adds 15 college football games to streaming plans,1
23/08/2017,Report: Facebook taps veteran exec to lead consumer hardware,1
24/08/2017,Bloomberg: HTC planning sale of company or VR business,1
24/08/2017,Jefferies downgrades Twitter to favor other social plays,1
25/08/2017,Report: Mobile apps (mainly familiar ones) dominate digital media time,1
28/08/2017,"Facebook setting up Brazil training center for coders, entrepreneurs",1
29/08/2017,Zuckerberg takes paternity leave,2
29/08/2017,"Report: WhatsApp working on app, verified accounts for businesses",2
30/08/2017,"Aegis: 'Ad recession' to favor Google, Facebook; punish Snap, Twitter",2
31/08/2017,Fox to air six-second ads in NFL games,1
31/08/2017,"Wedbush starts Snap at Neutral noting competition, lack of profits",1
05/09/2017,"Worldwide AR/VR market up 25.5% in Q2, Samsung leads",1
05/09/2017,Facebook's failed $600M cricket bid may presage NFL streaming dreams,1
05/09/2017,WhatsApp moving forward with monetizable business features,1
05/09/2017,Bloomberg: Facebook ponying up for music rights for videos,1
06/09/2017,"Trump's move to end ""Dreamers"" program sparks corporate condemnation",1
06/09/2017,"Facebook inflates its ad reach by millions, analyst asserts",1
06/09/2017,Facebook finds six figures of Russian election-related ad spend (updated),1
08/09/2017,Facebook promotes 'clinical trials strategy',0
08/09/2017,Google: No sign of Russian ad propaganda,0
08/09/2017,First info from German Facebook probe by end of year,0
08/09/2017,WSJ: Facebook eyes $1B in video spending in major push,0
11/09/2017,Snap -1.4% as Deutsche Bank downgrades on dimming ad interest,1
11/09/2017,Spain fines Facebook €1.2M for data usage,1
12/09/2017,Report: Facebook paying millions for Lynch reality show,1
13/09/2017,WhatsApp co-founder steps down,1
13/09/2017,Facebook tightens rules on earning platform ad money,1
14/09/2017,Facebook pledging more automotive-tech collaboration,1
15/09/2017,Messenger now as popular as WhatsApp,1
15/09/2017,Facebook opening ambitious AI lab in Montreal,1
19/09/2017,Facebook to enter China next year - Mizuho,2
19/09/2017,"Snapchat signing more U.S. new users than Instagram, for now",2
19/09/2017,Facebook headed for Senate hearing on Russian spending,2
20/09/2017,"Facebook secures space for 3,000 in big SF office lease",1
21/09/2017,EU threatens tax changes for digital companies,1
21/09/2017,Facebook Messenger adds AI-powered Fandango ticketing,1
21/09/2017,Facebook to release Russian-bought ads to investigators,1
22/09/2017,"VR gaming needs competition, says runaway leader Sony",1
22/09/2017,"With trial looming, Facebook settles suit over C shares (updated)",1
22/09/2017,Facebook filing: Zuckerberg to sell up to $12.8B in shares for charity,1
25/09/2017,Obama appealed to Facebook over fake news,0
25/09/2017,"Instagram moves up to 800M users, 100M more than in April",0
26/09/2017,WhatsApp blocked in China,1
26/09/2017,"Facebook in deal to run NFL highlights, recaps",1
26/09/2017,ICE announces launch of FANG-based tech index,1
26/09/2017,FBN reiterates Facebook Buy amid 'overblown' worries,1
26/09/2017,Wal-Mart to give wide rollout to Facebook's Slack rival,1
26/09/2017,Twitter's latest tweak: Doubling tweet sizes,1
27/09/2017,House asking social-media firms about Russian fracking ad buys,2
27/09/2017,Senate sets social-media/Russia hearing for Nov. 1,2
28/09/2017,Deutsche Bank raises Facebook price target,1
29/09/2017,Google to compete with Echo Show,2
02/10/2017,"Facebook to add 1,000 hires to ad review process",0
02/10/2017,"Snapchat ad growth to be slower than expected, eMarketer says",0
02/10/2017,Facebook: About 10M saw Russian ads designed to sway election,0
04/10/2017,RBC: Russia/election flak unlikely to slow down Facebook,1
05/10/2017,"House panel invites Facebook, Twitter, Google to Nov. 1 hearing",2
06/10/2017,WSJ: Facebook cut Russia out of April report on election influence,2
06/10/2017,"Wells Fargo's robot analyst says to dump Facebook, Google",2
10/10/2017,"Zuckerberg called ""heartless billionaire"" for Puerto Rico VR live-stream",1
10/10/2017,Britain considers regulating Facebook and Google as news publishers,1
11/10/2017,Credit Suisse raises Facebook price target to new Street high,1
11/10/2017,Facebook announces $199 all-in-one VR headset,1
13/10/2017,Facebook rolls out food ordering through its website,1
13/10/2017,Facebook planning major Chicago expansion,1
16/10/2017,Bloomberg: Facebook seeking hires with national security clearance,1
16/10/2017,Facebook acquiring anonymous teen compliment app,1
17/10/2017,Facebook chief of secretive hardware unit to exit,1
17/10/2017,Intel will ship neural network processor this year,1
17/10/2017,"Snap, NBCUniversal team on studio joint venture",1
18/10/2017,EU-U.S. Privacy Shield to pass review,1
18/10/2017,"Facebook outlines Watch plans, announces new series",1
18/10/2017,"Facebook Messenger chief: On Russian accounts, monetizing app",1
19/10/2017,Facebook launching test for subscriptions via Instant Articles,1
19/10/2017,"SunTrust reiterates Buy, 20% upside on Facebook with earnings ahead",1
20/10/2017,Tech companies to lobby for 'Dreamers',1
20/10/2017,Facebook's Instant Articles only launching on Android for now,1
25/10/2017,EU regulators slam WhatsApp for continuing user data policy concerns,1
27/10/2017,"Facebook, Twitter, Google head to third Capitol Hill hearing Tuesday",2
30/10/2017,Knowles shares up on Facebook deal rumors,1
30/10/2017,Facebook: Russian-related posts reached 126M people,1
31/10/2017,Social media on the Hill: Still measuring Russia problem,1
01/11/2017,"Facebook beats by $0.31, beats on revenue",1
01/11/2017,"Facebook +2% as Q3 revenues, profits blow out expectations",1
02/11/2017,Tech firms voice support for 'Dreamers',1
08/11/2017,Snap slides 17.9% as analysts stack up post-earnings cautions,1
08/11/2017,"Tencent wants to work with Snap on games, news feed",1
10/11/2017,Facebook targets Yelp with revamped Facebook Local,1
14/11/2017,Appaloosa's portfolio updates include tech movers,1
21/11/2017,Tencent market cap overtakes Facebook,2
22/11/2017,Facebook building tool to show users their exposure to Russian accounts,1
22/11/2017,Thiel sells bulk of remaining holdings in Facebook,1
28/11/2017,"JPMorgan lists top AI picks, includes Facebook and Palo Alto",1
29/11/2017,Snapchat unveils redesign that separates social from media,0
01/12/2017,"JPMorgan analyst names Netflix, Facebook top internet picks",1
01/12/2017,Morgan Stanley analyst outlines how Facebook can break even on Watch,1
04/12/2017,Facebook opens new HQ in London,0
04/12/2017,Facebook targets young children with Messenger Kids,0
05/12/2017,Facebook to spend billions on sports streaming,2
05/12/2017,Ad holdcos eye major spending increase with Amazon.com,2
06/12/2017,"Evercore ISI initiates Amazon, Alphabet, and Facebook",2
08/12/2017,Tax bill to boost tech giants' EPS,0
11/12/2017,Google reclaims top-referrer spot from Facebook,1
14/12/2017,Facebook to test pre-video ads in monetization update,1
18/12/2017,"Facebook starts demoting ""engagement bait"" posts this week",1
18/12/2017,"JPMorgan raises price targets for Amazon, Facebook, and Priceline",1
18/12/2017,WhatsApp could face fine for data sharing,1
19/12/2017,U.S. says Facebook fought off cyber attacks; Germany questions data use,1
19/12/2017,MoffettNathanson outlines how Facebook shares could drop in 2018,1
19/12/2017,Facebook announces anti-harassment tools,1
20/12/2017,Jefferies: Facebook Watch revenue could reach $12B by 2022,0
21/12/2017,"Facebook signs licensing deal with Universal Music, announces new fake news tool",1
26/12/2017,CNBC: Amazon planning ad push in 2018,1
26/12/2017,"WhatsApp ending support for BlackBerry OS, Windows Phones",1
04/01/2018,Zuckerberg's 2018 personal challenge involves FB fixes and cryptocurrency,1
05/01/2018,EU to rule on allowing class action against Facebook,1
05/01/2018,Tech giants prep for legal fight against FCC's rule repeal,1
08/01/2018,Facebook reaches music licensing deal with Sony,1
09/01/2018,"Oculus, Xiaomi partner on VR headsets",1
09/01/2018,"Lenovo reveals first untethered, phone-free Google VR headset",1
11/01/2018,Facebook testing new local-news product on mobile,1
12/01/2018,"S&P Dow Jones, MSCI alter tech sector components",1
12/01/2018,Zuck overhauls Facebook News Feed,1
12/01/2018,Facebook -5.6% as analysts weigh financial hit from news changes,1
12/01/2018,"Sandberg, Dorsey will not seek re-election to Disney board",1
17/01/2018,"Stifel approves of Facebook's News Feed changes, expects short-term share struggle",1
17/01/2018,Twitter to alert users exposed to Russian-linked posts,1
18/01/2018,Facebook adds AmEx chief Chenault to its board,1
19/01/2018,"In setback, Facebook's Chinese liaison reportedly leaves company",1
19/01/2018,Facebook amps up fake-news fight ahead of Italy election,1
19/01/2018,Bloomberg: Facebook won't bid on Thursday night NFL,1
19/01/2018,Facebook to rank news quality in latest fight against misinformation,1
22/01/2018,Deutsche Boerse launches AI innovator index,2
22/01/2018,"Report: CBS, NBC, Fox bid for Thursday NFL games",2
22/01/2018,"Facebook, Google promise AI spending in Paris",2
22/01/2018,Murdoch: Facebook should pay if it wants genuine news,2
23/01/2018,"Snapchat to allow Stories on Twitter, Facebook",2
23/01/2018,Facebook brings in new head of AI research efforts,2
23/01/2018,Facebook buying ID-authentication company,2
24/01/2018,The NBA gives an assist to sports betting push,0
24/01/2018,Facebook hires ex-federal official as first cybersecurity chief,0
24/01/2018,EU set to rule on allowing class action against Facebook,0
25/01/2018,European court finds for Facebook in privacy class action battle,1
25/01/2018,"Amazon gets new Street-high target; analyst expects FANG ""beat and raise"" party",1
25/01/2018,Facebook's Atlanta data center investment may hit $42B,1
29/01/2018,Facebook discloses privacy principles for first time,0
30/01/2018,"Facebook bans ads promoting cryptocurrencies, ICOs",1
31/01/2018,Some Twitter followers vanishing as engagement-sales scrutiny grows,1
31/01/2018,"Facebook beats by $0.26, beats on revenue",1
31/01/2018,Facebook -4.9% after earnings beat that shows slower growth (updated),1
01/02/2018,"Facebook turns around during conference call, up almost 1% premarket",2
05/02/2018,Report: Facebook near deal for new London headquarters,0
06/02/2018,Comedian Carrey urges selling Facebook over Russian interference,2
09/02/2018,Facebook tests 'downvote' button,1
09/02/2018,Recode: Snap targets Instagram advertisers with free ad credits,1
09/02/2018,Facebook changing to viewability for page reach measurement,1
12/02/2018,Report: Facebook losing youth members at faster pace than before,1
13/02/2018,Google launches its version of Snapchat Stories,0
14/02/2018,"Buy the dip now, says Facebook bull",2
14/02/2018,Report: Facebook aiming for July release of two smart speakers,2
15/02/2018,Zuckerberg following through on heavier Facebook stock sales,1
15/02/2018,WSJ: Thiel executing exit from Silicon Valley,1
16/02/2018,"In wake of indictments, Facebook doubling security staff to 20,000",1
20/02/2018,Reuters: FCC set to publish net neutrality reversal,1
01/03/2018,"Commission says Facebook, Google should remove terror content within an hour",0
01/03/2018,"Amid complaints, Facebook ends test that split news feed",0
02/03/2018,"Russians used social media to disrupt U.S. energy industry, report says",2
02/03/2018,Lions Gate producing Kardashian prank show for Facebook,2
05/03/2018,EU eyes revenue tax on tech giants,2
06/03/2018,Reuters: BlackBerry suing Facebook for patent infringement,0
06/03/2018,BlackBerry's suit against Facebook covers messaging; 'We intend to fight',0
07/03/2018,GBH Insights sees minimal tariff impact on FANG stocks,2
08/03/2018,Facebook bull sounding cautious,1
09/03/2018,Facebook in exclusive deal to stream 25 MLB games,1
09/03/2018,Facebook sets licensing deal with Warner Music Group,1
12/03/2018,"Jefferies: This upcoming film could serve as Nvidia, AMD catalyst",1
13/03/2018,Report: Facebook to launch News feature on its Watch platform,0
13/03/2018,GBH: Amazon and Facebook could disrupt live sports broadcasting,0
14/03/2018,Facebook bans far-right group Britain First,1
14/03/2018,Facebook reportedly paying up front for new video news feature,1
14/03/2018,NBC News plans streaming service launch this year,1
19/03/2018,Facebook -3.33% on Cambridge Analytica fallout,0
19/03/2018,"Google roundup: Shopping Actions, losing ad share, Monorail gets Pay",0
19/03/2018,Facebook launches audit of Cambridge to determine data's fate; shares -7.3%,0
19/03/2018,NYT: Facebook security chief exiting company amid disagreements,0
19/03/2018,Facebook's auditors stand down on UK government request,0
20/03/2018,Facebook plans staff meeting today to discuss data scandal,1
20/03/2018,Facebook -2.7% on report FTC is investigating data issue,1
20/03/2018,BofAML survey: Tech longs 38% overweight last month,1
20/03/2018,Facebook and social peers keep sinking on spiraling regulatory news (updated),1
20/03/2018,"Report: Zuckerberg, Sandberg skip Facebook employee meeting",1
21/03/2018,WhatsApp co-founder: Time to delete Facebook,2
21/03/2018,EU proposes tax on U.S. tech giants,2
21/03/2018,"Facebook breaks decline, turning up 2.4% as analysts recap",2
21/03/2018,Facebook's Zuckerberg: 'We have a responsibility to protect your data',2
22/03/2018,"Zuck 'open' to testify, calls for regulation",1
23/03/2018,"Sandberg responds, Zuck called to Congress",0
23/03/2018,"Facebook joins market lower: Cambridge audits, Musk pages",0
23/03/2018,Facebook working to calm ad partners amid privacy scandal,0
26/03/2018,Facebook questioned about collecting phone data,1
26/03/2018,Facebook -5.1% as FTC confirms probe into privacy practices,1
26/03/2018,"Senate Judiciary chairman invites Facebook, Google, Twitter chiefs to hearing",1
26/03/2018,Buy the dip in Facebook - Wells Fargo,1
26/03/2018,GBH Insights sees golden opportunity in crisis-era Facebook,1
27/03/2018,Cambridge Analytica whistleblower appears before UK lawmakers,0
27/03/2018,BofA trims Facebook price target; shares -1.6%,0
27/03/2018,Facebook -3%: Settling civil rights suit; Zuckerberg spurns UK hearing,0
27/03/2018,Bloomberg: Facebook delays home speaker preview amid data scandal,0
28/03/2018,Zuck expected to go before Congress,1
28/03/2018,Facebook to make privacy control easier; shares up 1.6% premarket,1
28/03/2018,Axios: Trump more concerned with Amazon than Facebook,1
28/03/2018,"In another privacy move, Facebook ending Partner Categories",1
29/03/2018,Facebook trial over photo biometrics set for July,2
29/03/2018,FT: Facebook was told Cambridge app might sell data,2
02/04/2018,"Pivotal Research lowers its Facebook, Alphabet targets",0
02/04/2018,"Zuckerberg on Tim Cook's ""extremely glib"" criticism",0
03/04/2018,Facebook pulled from BofA US 1 list; shares -2%,1
03/04/2018,Reuters: Facebook won't apply strict EU data approach to rest of world,1
03/04/2018,Deutsche Bank trims Facebook price target on ad-targeting changes,1
04/04/2018,Morgan Stanley cuts Facebook target to 28% upside,2
04/04/2018,Reuters: Zuckerberg doesn't commit to extending full EU privacy laws,2
04/04/2018,Facebook's Zuckerberg to testify to House commerce panel in a week,2
04/04/2018,Facebook: Up to 87M affected by improper data sharing,2
04/04/2018,"Cambridge Analytica: We received just 30M Facebook records, deleted raw data",2
04/04/2018,Facebook's Zuckerberg faces reporters' questions; shares +3.2%,2
05/04/2018,"Facebook +3.6%; worst is over, says Deutsche Bank",0
05/04/2018,Australia probes Facebook; Zuckerberg to appear at joint Senate hearing,0
05/04/2018,Facebook's Sandberg: 'A few' advertisers pausing spending,0
06/04/2018,Facebook's Sandberg talks paid product,1
06/04/2018,Facebook adds disclosure requirements for issue ads,1
06/04/2018,Facebook suspends second firm under probes for data-leak scandal,1
09/04/2018,Zuckerberg to meet with U.S. lawmakers,1
09/04/2018,Facebook suspends another data analytics firm after CNBC alert,1
09/04/2018,Facebook launches scholarly research project on social media/elections,1
09/04/2018,House panel releases Zuckerberg testimony: 'We didn't do enough',1
09/04/2018,"Morgan Stanley: Internet stocks in ""penalty box"" on regulation risks",1
10/04/2018,Social media watch amid Zuckerberg testimony,2
10/04/2018,Winners and losers for teenager attention,2
10/04/2018,Live updates: Facebook's Zuckerberg faces Senate questions,2
10/04/2018,Facebook closes up 4.5% as Zuckerberg faces Senate panels,2
11/04/2018,Facebook +0.5% ahead of day of Zuckerberg testimony,1
11/04/2018,Facebook rising again as Zuckerberg faces House questions,1
12/04/2018,"Facebook exec: Expecting no major change to revenue, business model",0
16/04/2018,Facebook updates with post on logged-out data collection,1
17/04/2018,BlackRock likes Facebook shares,2
17/04/2018,Facebook faces facial recognition class action,2
17/04/2018,"Microsoft, Facebook among tech cos signing Cybersecurity Tech Accord",2
17/04/2018,Facebook reopens review of Instant Games and Messenger apps,2
17/04/2018,Telegraph: Facebook exposed lists of friends to apps,2
18/04/2018,EU Facebook users must accept targeted ads,1
18/04/2018,Facebook faces class action lawsuit over photo tagging feature,1
18/04/2018,Facebook down 1% as OTR notes ad spend slowdown,1
19/04/2018,WSJ: Facebook launching effort to design its own chips,2
19/04/2018,Facebook bull not expecting much from Q1 results,2
20/04/2018,Audit cleared Facebook's privacy practices,1
23/04/2018,Gundlach short Facebook; says regulation can pop equity bubbles,1
23/04/2018,Facebook removed 1.9M bits of terror content in Q1,1
23/04/2018,Report: Facebook speaker launch pushed to October,1
24/04/2018,Facebook lays out posting policies,0
24/04/2018,"Report: Facebook has hosted stolen IDs, SSNs for years",0
25/04/2018,Earnings put Facebook back in the spotlight,1
25/04/2018,"Facebook beats by $0.36, beats on revenue",1
25/04/2018,Facebook easily beats in Q1 with 50% ad revenue growth,1
26/04/2018,Facebook +9% post-earnings amid chorus of analyst price target raises,1
27/04/2018,'Too cheap' Facebook +1.7% as Stifel upgrades to Buy,0
30/04/2018,"WhatsApp founder exiting Facebook over clash on strategy, data (updated)",0
01/05/2018,Facebook a 'Best Idea' at Wedbush,2
01/05/2018,Facebook to allow users view into Internet-wide tracking,2
01/05/2018,Facebook's F8 developer conference 2018: Live updates,2
01/05/2018,CNBC: Facebook may launch smart speakers outside U.S. first,2
01/05/2018,"Sharp replies from Match, IAC on Facebook's dating play",2
02/05/2018,Oppenheimer: FB dating entry likely to create lasting pressure for Match,2
02/05/2018,PowerShares QQQ Trust ETF (QQQ) April Summary,2
02/05/2018,Facebook day 2 keynote starting,2
03/05/2018,Instagram quietly debuts native payments,1
07/05/2018,Facebook loyalty seen in Reuters/Ipsos poll,1
07/05/2018,TechCrunch: Instagram code teases music feature,1
08/05/2018,Facebook shuffles execs of key apps in biggest reorganization,1
09/05/2018,Facebook forms a blockchain group,2
15/05/2018,Facebook report details millions of content deletions,1
15/05/2018,Top portfolio adds and drops at 3G Capital,1
15/05/2018,Highlights from Appaloosa's Q1,1
15/05/2018,"Corvex adds ServiceNow, exits Comcast in Q1",1
15/05/2018,"Glenview added Express Scripts, exited Apple in Q1",1
16/05/2018,France's Macron meeting with tech leaders May 23,1
17/05/2018,Facebook's Zuckerberg headed to Europe; ISS pulls support for 5 directors,1
18/05/2018,Cambridge Analytica files for bankruptcy,1
18/05/2018,WSJ: Google sets meetings with publishers over GDPR concerns,1
22/05/2018,Zuckerberg testifies in Brussels,1
22/05/2018,Zuckerberg holds court in Europe,1
22/05/2018,"U.S. companies, fed by tax savings, unveil buybacks at $6.1B a day",1
23/05/2018,"Okta announces partnerships with VMware, Facebook",2
24/05/2018,Facebook to EU: We're not compensating users in data scandal,1
24/05/2018,"Facebook, Twitter debut new political-ad policies ahead of midterms",1
25/05/2018,Austrian activist uses onset of GDPR to sue Instagram,1
