Date,Headlines
"Fri, Jul. 31, 2015",Facebook shows off 'Aquila' Internet drone
"Wed, Jul. 29, 2015","Facebook -3.3% after earnings call; sales growth, spending, usage discussed"
"Wed, Jul. 29, 2015",Facebook down 2.4% after Q2 beat; MAUs rise to 1.49B
"Wed, Jul. 29, 2015","Facebook beats by $0.03, beats on revenue"
"Wed, Jul. 22, 2015",Facebook market cap now larger than GE
"Fri, Jul. 17, 2015","FB, LNKD, PCLN up strongly after Google's earnings; Facebook tops $95"
"Thu, Jul. 16, 2015",Facebook/Oculus buy gesture-recognition firm for reported ~$60M
"Wed, Jul. 15, 2015","Facebook ad partner reports lower Q2 ad click prices, strong click growth"
"Wed, Jul. 08, 2015","Facebook rethinks ad pricing, will no longer charge for likes/shares/comments"
"Tue, Jul. 07, 2015",Facebook spending at least $500M to build Texas data center
"Wed, Jul. 01, 2015","Facebook preps Suggested Videos feature, video ad revenue-sharing"
"Thu, Jun. 25, 2015",Importance of video growing at Facebook
"Wed, Jun. 24, 2015",Facebook makes Messenger available to non-Facebook users
"Tue, Jun. 23, 2015",Facebook takes out March highs amid Instagram/mobile ad news
"Mon, Jun. 22, 2015",Piper hikes Facebook target to $120; shares rise
"Mon, Jun. 15, 2015",RBC: Facebook's video ad opportunity on par with mobile
"Thu, Jun. 11, 2015",Facebook/Oculus partners with Microsoft; Xbox One games coming to Rift
"Wed, Jun. 10, 2015","Facebook news: Messenger downloads/games, Instagram, Shopify deal"
"Thu, Jun. 04, 2015",Facebook launches no-frills app for emerging markets users
"Tue, Jun. 02, 2015","Facebook gives Instagram shopping tool, app install ads, better targeting, API"
"Wed, May 27, 2015",Snapchat CEO: 'We need to IPO'
"Thu, May 21, 2015",Goldman updates list of most-held hedge fund names
"Mon, May 18, 2015",Facebook talks WhatsApp monetization; Messenger games reportedly on tap
"Thu, May 14, 2015",Facebook +3.8%; JPMorgan reports strong April comScore data
"Tue, May 12, 2015",Report: NYT-Facebook direct publishing deal set to begin tomorrow
"Tue, May 12, 2015",Facebook hires former FCC chief Martin to head mobile/access policy
"Mon, May 11, 2015",Facebook COO Sandberg returns to work following husband's death
"Wed, May 06, 2015","Facebook partners with IBM on ad targeting, plans Q1 2016 Oculus launch"
"Fri, May 01, 2015","Analysts defend LinkedIn amid plunge, argue non-ad issues are temporary"
"Fri, May 01, 2015",EU to widen probe against U.S. tech companies
"Tue, Apr. 28, 2015",Twitter strikes Google ad deal after weak Q1
"Mon, Apr. 27, 2015",Facebook adds video call support to Messenger apps
"Thu, Apr. 23, 2015",Facebook bulls talk up video growth; spending guidance slightly cut
"Wed, Apr. 22, 2015",Facebook's Q1 ad sales hurt by strong dollar; MAUs up to 1.44B
"Wed, Apr. 22, 2015","Facebook beats by $0.02, misses on revenue"
"Wed, Apr. 22, 2015","Facebook reportedly shows interest in Nokia maps unit, launches dialer app (updated)"
"Sat, Apr. 18, 2015",WhatsApp tops 800M active users; Facebook ad partner sees strong Q1
"Sat, Apr. 11, 2015",Twitter cuts off data firehose access; Facebook happy to step in
"Wed, Apr. 08, 2015",Re/code throws cold water on Twitter buyout rumors
"Tue, Apr. 07, 2015","Turkey briefly bans Twitter, YouTube over hostage crisis"
"Thu, Apr. 02, 2015",Fidelity's Danoff's picks
"Thu, Mar. 26, 2015",Zuckerberg downplays Facebook/Google rivalry
"Wed, Mar. 25, 2015","Facebook launches embedded videos, mobile ad exchange, IoT SDKs"
"Wed, Mar. 25, 2015","Zuck shares stats, launches Messenger app platform at Facebook's F8"
"Tue, Mar. 24, 2015","NYT: Facebook in talks to host publisher articles, share ad revenue (updated)"
"Fri, Mar. 20, 2015",Facebook tops $84; Messenger reportedly turning into developer platform
"Wed, Mar. 18, 2015",eBay down 2.3% in wake of Facebook's payments launch
"Tue, Mar. 17, 2015",Facebook adds payments support to Messenger
"Mon, Mar. 16, 2015",Gurley: Facebook's mobile ad sales vulnerable to startup bubble's bursting
"Fri, Mar. 13, 2015",Facebook buys shopping site to improve e-commerce ad quality
"Sat, Mar. 07, 2015",WSJ: Google building virtual reality version of Android
"Wed, Mar. 04, 2015",Facebook reportedly working on new mobile ad platform; Twitter falls
"Mon, Mar. 02, 2015",HTC unveils virtual reality headset
"Tue, Feb. 24, 2015","Facebook tops 2M advertisers, gives them a new app"
"Thu, Feb. 19, 2015",Facebook +3.7%; Cowen values Instagram at $33B
"Wed, Feb. 18, 2015",Tepper slashed U.S. stock holdings in 2014
"Sat, Feb. 07, 2015",Facebook spends estimated $400M on industrial park
"Wed, Jan. 28, 2015","Facebook's call touches on spending plans, video, forex, search"
"Wed, Jan. 28, 2015","Facebook's Q4 highlights: 53% ad growth, 1.39B MAUs"
"Wed, Jan. 28, 2015","Facebook beats by $0.06, beats on revenue"
"Thu, Jan. 15, 2015",Facebook rolls out free-Internet app in Colombia; what about China?
"Wed, Jan. 14, 2015",Facebook at Work launches in test mode; $100+ targets arrive
"Tue, Jan. 06, 2015",WhatsApp tops 700M active users
"Mon, Jan. 05, 2015",Facebook buys voice recognition tech developer
"Mon, Jan. 05, 2015",Facebook bucks tech selloff following BofA target hike
"Fri, Jan. 02, 2015","Wilson's 2015 predictions: Tech stocks, wearables, cybersecurity, Bitcoin"
"Wed, Dec. 24, 2014",Facebook signs video clips deal with NFL
"Mon, Dec. 22, 2014",Facebook takes out October highs
"Fri, Dec. 19, 2014",Citi values Instagram at $35B
"Tue, Dec. 16, 2014","Facebook, Twitter, Amazon headline Internet stock selloff"
"Sat, Dec. 13, 2014",Facebook dumps Microsoft's Bing search
"Thu, Dec. 11, 2014","Facebook's Oculus buys two startups; Zuck open to ""dislike"" button"
"Wed, Dec. 10, 2014",Instagram tops 300M active users
"Mon, Dec. 08, 2014","Facebook overhauls search engine, brings Graph Search to mobile"
"Fri, Dec. 05, 2014",Facebook sees Atlas giving Instagram's ad sales a boost
"Wed, Nov. 26, 2014","Facebook, Twitter, other Internet stocks rally"
"Tue, Nov. 25, 2014",What did the billionaires do in Q3?
"Tue, Nov. 18, 2014",Facebook launches standalone Groups apps
"Mon, Nov. 17, 2014","LinkedIn, Jive, Salesforce lower following Facebook at Work report"
"Mon, Nov. 17, 2014",Facebook developing website for professionals
"Thu, Nov. 13, 2014","Facebook updates privacy policy, sets stage for payments push"
"Mon, Nov. 10, 2014",Facebook Messenger tops 500M MAUs
"Sat, Nov. 08, 2014","Zuck: Facebook optimizes news feed for users, not businesses"
"Thu, Oct. 30, 2014",Instagram video ads launch
"Wed, Oct. 29, 2014",Facebook files mixed shelf registration
"Wed, Oct. 29, 2014",Sell-side on Facebook: Weakness a buying opportunity
"Tue, Oct. 28, 2014","Facebook talks spending, ad prices/measurement, Oculus on CC"
"Tue, Oct. 28, 2014","Facebook -8.4% AH on revenue, spending guidance"
"Tue, Oct. 28, 2014",Facebook's ad sales continue surging; spending picks up
"Tue, Oct. 28, 2014","Facebook beats by $0.03, beats on revenue"
"Thu, Oct. 23, 2014","Facebook launches Rooms app, lets users rely on pseudonyms"
"Mon, Oct. 20, 2014",Contrafund boosts bet on Facebook
"Fri, Oct. 17, 2014",Facebook's market cap tops IBM's; partner reports strong Q3 numbers
"Wed, Oct. 15, 2014","Google, Facebook, Amazon, others slide following Netflix/eBay's results"
"Tue, Oct. 14, 2014",Goldman: Every client asking about the same four things
"Tue, Oct. 07, 2014","Facebook roundup: Anonymous app, mobile ad network, Atlas"
"Mon, Oct. 06, 2014",Facebook closes WhatsApp acquisition
"Fri, Oct. 03, 2014",Facebook's acquisition of WhatsApp approved by EU
"Fri, Oct. 03, 2014",Facebook plans entry into healthcare
"Mon, Sep. 29, 2014","Facebook roundup: Atlas, Instagram, Ello"
"Thu, Sep. 25, 2014","Facebook roundup: WhatsApp, Stifel, Messenger"
"Tue, Sep. 23, 2014",Facebook goes after Google with new ad tech platform
"Sat, Sep. 20, 2014","eMarketer: Facebook's U.S. usage still growing, monetization outperforms"
"Fri, Sep. 12, 2014",WSJ: Facebook pitching to lure content creators away from YouTube
"Thu, Sep. 11, 2014","Apple back above $600B in market cap, Exxon hangs on vs. Google for no. 2"
"Wed, Sep. 03, 2014",Facebook's Oculus teams with Samsung to launch Gear VR headset
"Tue, Sep. 02, 2014",EU antitrust authorities solicit feedback for WhatsApp deal
"Mon, Sep. 01, 2014","EU regulators set Oct. 3 deadline to decide on Facebook, WhatsApp deal"
"Wed, Aug. 27, 2014","Janney downgrades Facebook, cites valuation and growth"
"Mon, Aug. 25, 2014",WhatsApp hits 600M MAUs; Facebook tops comScore app list
"Thu, Aug. 21, 2014","Facebook rolls out analytics tools for Instagram ads, App Links"
"Thu, Aug. 21, 2014","50 stocks that ""matter most"" to hedge funds"
"Sun, Aug. 10, 2014",Facebook sees backlash over new Messenger app requirement
"Fri, Aug. 08, 2014",Report: Facebook talking with Hollywood about Oculus deals
"Tue, Jul. 29, 2014","Facebook, LinkedIn, Yelp, GSV rise AH thanks to Twitter"
"Thu, Jul. 24, 2014",Facebook makes new highs; Q2 ad performance well-received
"Wed, Jul. 23, 2014","Facebook now +5.3% AH; ad prices soar, impressions drop"
"Wed, Jul. 23, 2014",Mobile 62% of Facebook's ad sales; MAUs rise 14% Y/Y
"Wed, Jul. 23, 2014","Facebook beats by $0.10, beats on revenue"
"Mon, Jul. 21, 2014","Facebook unveils content-saving service, might use it for ad targeting"
"Fri, Jul. 18, 2014","Facebook tests Buy button, gives celebrities their own app"
"Tue, Jul. 08, 2014","Facebook ad partner reports strong Q2 click rates, ad prices"
"Wed, Jul. 02, 2014",Facebook buying major video ad tech platform LiveRail
"Wed, Jul. 02, 2014","Facebook roundup: Foreign ads, mood experiment, App Links"
"Tue, Jun. 24, 2014","Oculus buys hardware R&D firm, looks for hardware partners"
"Tue, Jun. 24, 2014",Cantor upbeat on Facebook's video ads; Forrester teen survey positive
"Mon, Jun. 23, 2014",Facebook higher; Sterne forecasts $30B in 2018 revenue
"Tue, Jun. 17, 2014",Facebook launches would-be Snapchat rival
"Wed, Jun. 11, 2014",Instagram gives Facebook a Chinese opening
"Mon, Jun. 09, 2014",PayPal chief leaves to become Facebook's messaging chief
"Thu, Jun. 05, 2014",WhatsApp seeing challenges in U.S. and other markets
"Tue, Jun. 03, 2014",Facebook buys startup to strengthen push for carrier deals
"Fri, May 30, 2014",Facebook's Oculus reportedly teaming with Samsung for new headset
"Wed, May 28, 2014","Meeker's 2014 report touches on mobile growth, Google/Facebook ARPUs"
"Sat, May 24, 2014","Study: WhatsApp used by 41% of Indian Web users, 3% of U.S. users"
"Wed, May 21, 2014",ITG upbeat about Facebook's Q2; new music/TV service on tap
"Tue, May 20, 2014",Facebook bringing video ads to 7 more markets
"Mon, May 19, 2014",Facebook strikes ad deal with Publicis reportedly worth $500M
"Thu, May 15, 2014","FCC to decide on net neutrality, rules for spectrum auction"
"Tue, May 13, 2014","Study: Facebook and Twitter usage slips, with Instagram gaining"
"Mon, May 12, 2014","Bloomberg: Facebook ""taking steps"" to open Chinese office"
"Thu, May 08, 2014",Facebook gives advertisers more advanced audience data
"Thu, May 01, 2014",Yelp fuels Internet stock rally; LinkedIn on tap
"Wed, Apr. 30, 2014","Facebook launches mobile ad network, gives developers new tools"
"Fri, Apr. 25, 2014",Sharp losses for small caps and tech; money flows into utilities
"Thu, Apr. 24, 2014",Facebook turns negative; company acquiring fitness app
"Thu, Apr. 24, 2014",Facebook +5% premarket; but some are cautious
"Wed, Apr. 23, 2014",Facebook's CC: Messenger users top 200M; slower ad growth expected
"Wed, Apr. 23, 2014",Facebook CFO stepping down; shares now +2.4% AH
"Wed, Apr. 23, 2014","Facebook beats by $0.10, beats on revenue"
"Wed, Apr. 23, 2014",Google goes after Facebook's app ads; WhatsApp hits 500M MAUs
"Mon, Apr. 21, 2014",Facebook +1% AH on Credit Suisse upgrade
"Mon, Apr. 21, 2014",Report: Facebook mobile ad network launching at month's end
"Mon, Apr. 21, 2014",Gilead heads Citi's 20 best stocks in America
"Thu, Apr. 17, 2014",Twitter officially takes on Facebook's app install ads; shares gain
"Wed, Apr. 16, 2014","Zuck: Facebook unbundling apps, wants ""a pipeline of experiences"""
"Wed, Apr. 16, 2014",Facebook slips; ITG data points to subdued Q1 numbers
"Mon, Apr. 14, 2014","FT: Facebook looks to become ""e-money"" institution"
"Thu, Apr. 10, 2014",FTC clears Facebook/WhatsApp; deal price now at $17.6B
"Wed, Apr. 09, 2014",Facebook removing messaging from core apps
"Wed, Apr. 09, 2014",Facebook jumps on bullish notes; Sandberg refutes political speculation
"Tue, Apr. 08, 2014",WhatsApp launches prepaid service; Facebook's Indian users top 100M
"Fri, Apr. 04, 2014","Momentum stocks tumble, Nasdaq plunges 110"
"Tue, Apr. 01, 2014",Flurry: Google/Facebook account for 35% of U.S. mobile usage
"Tue, Apr. 01, 2014",Sandberg has sold more than half of Facebook stake
"Wed, Mar. 26, 2014",More on Facebook: Instagram's user base tops 200M
"Wed, Mar. 26, 2014",Google reportedly showed interest in Oculus; Zuck calls its tech superior
"Tue, Mar. 25, 2014",More on Facebook/Oculus
"Tue, Mar. 25, 2014",Facebook buying VR headset maker Oculus for up to $2.3B
"Wed, Mar. 19, 2014",eMarketer: Mobile ads growing 75% in 2014; Google/Facebook to dominate
"Thu, Mar. 13, 2014",Facebook finally launches news feed video ads
"Thu, Mar. 13, 2014",Facebook lower; OTR's checks point to moderating ad growth
"Tue, Mar. 11, 2014",Disney's ABC chief leaving; Facebook's Sandberg reportedly a CEO candidate
"Mon, Mar. 10, 2014","Facebook near highs again following bullish UBS, Goldman notes"
"Fri, Mar. 07, 2014",Instagram strikes first major ad agency deal
"Wed, Mar. 05, 2014",Forbes provides backstory for Facebook/WhatsApp
"Wed, Mar. 05, 2014",Facebook rallies on Stifel PT hike
"Tue, Mar. 04, 2014",Facebook reportedly in talks to buy solar-powered drone maker
"Wed, Feb. 26, 2014",Google denies bidding for WhatsApp. Zuck meets with worried carriers.
"Mon, Feb. 24, 2014","Facebook rallies: Needham bullish, Zuck talks, WhatsApp to offer VoIP"
"Sun, Feb. 23, 2014",WhatsApp roundup: Service restored after outage
"Thu, Feb. 20, 2014",Street weighs in on WhatsApp deal; FB -3.6% premarket
"Wed, Feb. 19, 2014",No ads for WhatsApp; Zuck praises startup's engagement rates
"Wed, Feb. 19, 2014",More on Facebook/WhatsApp
"Wed, Feb. 19, 2014",Facebook buying WhatsApp
"Fri, Feb. 07, 2014","Twitter rebounds, Facebook makes new highs. Pivotal contrasts the two."
"Wed, Feb. 05, 2014","Facebook, LinkedIn sell off following Twitter/Pandora numbers"
"Thu, Jan. 30, 2014","Facebook launches reader app, will allow anonymous accounts"
"Thu, Jan. 30, 2014",Facebook soars as sell-side hikes across the board
"Wed, Jan. 29, 2014","Facebook now +12.4% AH; Zuck talks Messenger growth, standalone apps"
"Wed, Jan. 29, 2014","Facebook's mobile ad sales trounce estimates again, shares +8.3% AH"
"Wed, Jan. 29, 2014","Facebook beats by $0.04, beats on revenue"
"Wed, Jan. 29, 2014","Facebook lower ahead of earnings; commentary, industry data positive going in"
"Mon, Jan. 27, 2014",Internet momentum stocks tumble; Twitter leads U.S. decliners
"Fri, Jan. 24, 2014",Was a company you own at Davos? Then sell.
"Wed, Jan. 22, 2014","Facebook launches mobile ad network test, targets Google/Twitter"
"Thu, Jan. 16, 2014","Facebook goes after Twitter again by launching ""Trending"" feature"
"Tue, Jan. 14, 2014","Facebook reportedly prepping reader app, strikes Russian deal with Yandex"
"Tue, Jan. 14, 2014","Tech ratings change roundup: Intel, Facebook, Yelp, Nokia"
"Mon, Jan. 13, 2014","Facebook buys social sharing startup to create new ""Conversations"" unit"
"Thu, Jan. 09, 2014","Twitter lower; Cowen survey suggests ad ROI below Facebook, LinkedIn"
"Wed, Jan. 08, 2014","Facebook roundup: Deutsche note, Little Eye, social games"
"Tue, Jan. 07, 2014",Facebook boosted by Deutsche's Sandler
"Mon, Jan. 06, 2014",Facebook higher following PT hike; WSJ details Zuck's transformation
"Sun, Jan. 05, 2014","U.S. tech giants enjoy U.K. ""tax bonanza"""
"Thu, Jan. 02, 2014","Evercore boosts PTs, citing online video ad possibilities"
"Tue, Dec. 31, 2013",Facebook dominates U.S. social media use; LinkedIn's demographics favorable
"Mon, Dec. 30, 2013",Facebook sells off again; report provides fresh data on European use
"Thu, Dec. 26, 2013","Study finds Facebook ""basically dead"" to U.K. teens"
"Mon, Dec. 23, 2013","New highs for Facebook following Cantor note, favorable offering pricing"
"Fri, Dec. 20, 2013",Facebook prices 70M-share offering at $55.05
"Thu, Dec. 19, 2013",Facebook announces follow-on offering of 70M shares
"Thu, Dec. 19, 2013","Facebook, Zuckerberg, others to face lawsuit over IPO"
"Tue, Dec. 17, 2013",Facebook acquires sports/social media content provider
"Tue, Dec. 17, 2013",A roundup of tech ratings changes
"Tue, Dec. 17, 2013",Facebook set to launch video ads
"Tue, Dec. 17, 2013",Tech giants invest heavily in Internet infrastructure
"Thu, Dec. 12, 2013",Instagram launches private photo/video-messaging service
"Wed, Dec. 11, 2013","Facebook, Alliance Data, Mohawk joining S&P 500"
"Wed, Dec. 11, 2013","Facebook wants to become a news hub, users feel differently"
"Tue, Dec. 10, 2013","Twitter updates apps to emphasize messaging, support private photo-sharing"
"Tue, Dec. 10, 2013",Internet momentum plays rally like it's September
"Mon, Dec. 09, 2013",Tech giants call on government to limit spying campaign
"Thu, Dec. 05, 2013","Facebook roundup: Instagram event, advertising push, infrastructure talk"
"Wed, Dec. 04, 2013",General Growth replacing Molex in S&P 500; Facebook -1.7% AH
"Wed, Dec. 04, 2013",Facebook higher amid S&P 500 hopes; Instagram exec leaving for Snapchat
"Mon, Dec. 02, 2013",Facebook reportedly set to buy Indian Android app tool developer
"Fri, Nov. 22, 2013",Instagram reportedly prepping messaging services to take on Snapchat
"Fri, Nov. 22, 2013","Sandberg: Facebook's teen usage healthy, e-commerce ads strong"
"Thu, Nov. 21, 2013","Facebook, Monster higher following FBR coverage launches"
"Mon, Nov. 18, 2013","Facebook leads Web selloff, NYT looks at popularity concerns"
"Wed, Nov. 13, 2013","Facebook reportedly offered $3B or more for Snapchat, was turned down"
"Mon, Nov. 11, 2013","Morgan Stanley cuts Internet sector view to In-Line, cites valuations"
"Thu, Nov. 07, 2013",Internet momentum stocks sell off as Twitter soars
"Sun, Nov. 03, 2013","Facebook, Twitter, Instagram, and boredom"
"Fri, Nov. 01, 2013","Facebook adds to post-earnings gains, Argus ups shares to Buy"
"Thu, Oct. 31, 2013",Mixed sell side reaction to Facebook results; stock gains 3.5%
"Wed, Oct. 30, 2013","More on Facebook: news feed ads, ARPUs, international growth"
"Wed, Oct. 30, 2013",Facebook gives back AH gains; U.S. teen DAUs decline
"Wed, Oct. 30, 2013",Facebook's mobile ad sales and MAUs continue soaring
"Wed, Oct. 30, 2013","Facebook easily beats estimates, shares soar"
"Wed, Oct. 30, 2013","BTIG upgrades Facebook ahead of earnings, likes Instagram's ad potential"
"Tue, Oct. 29, 2013",WSJ: BlackBerry met with Facebook to gauge interest in bid
"Mon, Oct. 28, 2013",Tech momentum plays dive again
"Fri, Oct. 25, 2013",Facebook reportedly tried to buy Snapchat
"Wed, Oct. 23, 2013","Facebook lower after ITG cuts estimates, reports of Sep. slowdown"
"Tue, Oct. 22, 2013",Internet stocks closing with losses following Netflix reversal
"Mon, Oct. 21, 2013",Facebook launches video app install ads
"Sat, Oct. 19, 2013",Cashin sees bubble in cloud/mobile tech names
"Fri, Oct. 18, 2013","Google, Facebook reach display ad deal"
"Fri, Oct. 18, 2013","Google tops $1,000 following Q3 beat; peers rally in sympathy"
"Thu, Oct. 17, 2013","Nasdaq-100 futures, Internet stocks rise AH following Google's Q3 beat"
"Thu, Oct. 17, 2013","Facebook higher, Goldman sees another strong quarter for mobile"
"Wed, Oct. 16, 2013",Facebook changes policies for teens amid popularity concerns
"Tue, Oct. 15, 2013","Facebook rallies: Evercore raises PT, new ad product launched"
"Mon, Oct. 14, 2013",Facebook buys smartphone data management business Onavo
"Sat, Oct. 12, 2013","Instagram chief focused on discovery, international growth, ecosystem"
"Tue, Oct. 08, 2013","Risk off? High-flying U.S., Chinese Internet stocks get hammered"
"Mon, Oct. 07, 2013",Facebook cut from Strong Buy at Raymond James
"Fri, Oct. 04, 2013","Facebook rallies following Instagram/Twitter news, another PT hike"
"Thu, Oct. 03, 2013","Brand ads coming to Instagram, Facebook opens up Home a bit"
"Thu, Oct. 03, 2013","Twitter files public S-1, looking to raise $1B"
"Thu, Oct. 03, 2013",Facebook building $120M housing complex; Pivotal goes contrarian
"Wed, Oct. 02, 2013","Report: Facebook, Google dominate social logins"
"Tue, Oct. 01, 2013","Facebook tweaks app ads, Google steps up measurement competition"
"Tue, Oct. 01, 2013","Facebook hires new U.S. ad sales chief, expands Graph Search's reach"
"Mon, Sep. 30, 2013",Senior Facebook ad exec leaves for Flurry; company sharing TV data
"Fri, Sep. 27, 2013","Facebook restarts mobile ad network tests, tweaks ad algorithm"
"Thu, Sep. 26, 2013","Facebook tops $50, LinkedIn nears high following more bullish notes"
"Wed, Sep. 25, 2013","Facebook roundup: Instagram update, corporate use, Nielsen deal"
"Wed, Sep. 25, 2013",A roundup of tech ratings changes
"Tue, Sep. 24, 2013","Report: China to lift Facebook, Twitter bans within free-trade zone"
"Tue, Sep. 24, 2013","Convinced on mobile, Citi ups Facebook to Buy"
"Mon, Sep. 23, 2013","Facebook launches payments autofill tool; PayPal, Braintree on board"
"Fri, Sep. 20, 2013","Facebook roundup: VP departs, AI project, new iOS apps"
"Fri, Sep. 20, 2013",A roundup of tech ratings changes
"Tue, Sep. 17, 2013",Two more Facebook execs leave
"Sun, Sep. 15, 2013",Nasdaq's board retains confidence in CEO Robert Greifeld
"Fri, Sep. 13, 2013",AllThingsD: Twitter falling well short of user growth target
"Thu, Sep. 12, 2013","Facebook trialing auto-play mobile videos, could set stage for ads"
"Thu, Sep. 12, 2013","Facebook price target hiked at JPMorgan, CLSA"
"Wed, Sep. 11, 2013",Zuck: Facebook engagement stronger on mobile than PCs
"Wed, Sep. 11, 2013","Facebook roundup: new highs, new data-selling efforts, Zuck set to talk"
"Mon, Sep. 09, 2013",TD Ameritrade index shows clients buying August's dip
"Mon, Sep. 09, 2013","Instagram ads within a year, Facebook adds another Twitter-like feature"
"Fri, Sep. 06, 2013","Facebook reportedly delays video ad launch, shares make new highs"
"Fri, Sep. 06, 2013",Facebook PT hiked to Street-high $55 at SunTrust
"Fri, Sep. 06, 2013",Facebook draws scrutiny over privacy policy
"Tue, Sep. 03, 2013","Uber hires Google, Facebook execs; Twitter reportedly hires Google exec"
"Fri, Aug. 30, 2013","Facebook encroaches on Twitter, tests ""trending"""
"Fri, Aug. 30, 2013",Microsoft and Google to sue to release information on NSA surveillance involvement
"Fri, Aug. 30, 2013",Facebook price target hiked to $50 at Stifel
"Wed, Aug. 28, 2013","Google still dominates mobile ads, Facebook gaining share"
"Wed, Aug. 28, 2013",Facebook embraces 3D gaming
"Mon, Aug. 26, 2013",Facebook launches shared photo albums
"Mon, Aug. 26, 2013","New 52-week highs for Facebook, Netflix as momentum traders pile in"
"Fri, Aug. 23, 2013",Instagram acquires video app startup; Facebook overhauls Gifts
"Fri, Aug. 23, 2013",comScore: Facebook's U.S. mobile engagement continues soaring
"Fri, Aug. 23, 2013",Facebook flirts with $40 after ITG issues bullish forecast
"Wed, Aug. 21, 2013",Facebook leads project to connect the whole world
"Tue, Aug. 20, 2013","Zynga lower, Facebook slightly up after Janney starts coverage"
"Mon, Aug. 19, 2013","Evercore lifts Facebook PT, forecasts 29% 5-year ad revenue CAGR"
"Fri, Aug. 16, 2013",Facebook higher following bullish analyst notes
"Thu, Aug. 15, 2013",eBay losses pared following TechCrunch report on Facebook's plans
"Thu, Aug. 15, 2013",Facebook working on PayPal rival; eBay shares slide
"Tue, Aug. 13, 2013",Facebook buys speech translation app; Indian growth remains strong
"Mon, Aug. 12, 2013","Facebook strikes integration deals with OpenTable, Rovi"
"Sun, Aug. 11, 2013",Sandberg sells $91M worth of Facebook shares
"Fri, Aug. 09, 2013",WSJ: Facebook wants $2M/day for video ads; Zuck tries to strike balance
"Mon, Aug. 05, 2013",Facebook tops $39 as Piper hikes PT to $46
"Mon, Aug. 05, 2013",Facebook hires Motorola exec to be first CMO
"Fri, Aug. 02, 2013",It finally happens: Facebook closes above IPO price
"Fri, Aug. 02, 2013","Facebook roundup: Cover Feed on Android app, embedded content"
"Tue, Jul. 30, 2013",Report: Facebook to sell costly video ads; shares close near $38
"Tue, Jul. 30, 2013",Facebook reportedly planning TV-style commericals
"Tue, Jul. 30, 2013",Facebook officially launches mobile game publishing effort
"Tue, Jul. 30, 2013","Facebook continues rallying, IPO price in striking distance"
"Mon, Jul. 29, 2013","More on Omnicom, Publicis mega-merger"
"Thu, Jul. 25, 2013",Premarket gainers: FB +31%. BIDU +18%. TQNT +14%. TRIP +14%. LOGI +13%. OKE +10%. MEET +9%....
"Thu, Jul. 25, 2013",Raised price targets roll in after Facebook's (NASDAQ:FB) big earnings report: 1) Deutsche...
"Wed, Jul. 24, 2013","It ""just isn't true"" that teens are leaving Facebook (NASDAQ:FB), says Mark Zuckerberg during..."
"Wed, Jul. 24, 2013","After-hours top gainers, as of 5:15 p.m.: FB +19%. TRIP +15%. BIDU +13%. XOOM +12%. TQNT +11%...."
"Wed, Jul. 24, 2013",More on Facebook: Revenue and EPS trounced estimates on the back of huge mobile ad growth....
"Wed, Jul. 24, 2013",Facebook (NASDAQ:FB): Q2 EPS of $0.19 beats by $0.05. Revenue of $1.81B beats by $0.2B. Shares...
"Wed, Jul. 24, 2013","Notable earnings after Wednesday’s close: AEM, AIZ, AKAM, AMCC, AMP, ANGI, ARII, ASGN,..."
"Tue, Jul. 23, 2013","Notable earnings after Wednesday’s close: AEM, AIZ, AKAM, AMCC, AMP, ANGI, ARII, ASGN,..."
"Tue, Jul. 23, 2013",Facebook's (FB +0.3%) U.S. mobile engagement continues to grow: comScore estimates U.S....
"Mon, Jul. 22, 2013","Facebook (NASDAQ:FB) has gained over 100M feature-phone users, mostly in emerging markets, from..."
"Tue, Jul. 16, 2013",Another Facebook (FB -0.5%) exec departs: North American sales chief and 7-year company vet Tom...
"Sat, Jul. 13, 2013","On top of reporting of a major surge in both mobile search traffic and ad revenue, online ad..."
"Wed, Jul. 10, 2013",Facebook (NASDAQ:FB) roundup: 1) Home has finally received two Android staples: folder support...
"Tue, Jul. 09, 2013","Mixed reviews or not, Instagram's (NASDAQ:FB) new video-upload feature is proving a hit with its..."
"Tue, Jul. 09, 2013","Citi launches coverage on the Internet services space after the bell. Google (NASDAQ:GOOG),..."
"Tue, Jul. 09, 2013","Facebook (FB +2.5%) ad checks ""came back slightly more upbeat than in 1Q,"" says Deutsche's Ross..."
"Mon, Jul. 08, 2013","Clients upped equity exposure in June, according to the TD Ameritrade Investor Movement Index..."
"Mon, Jul. 08, 2013","Facebook (FB +2.5%) will make Graph Search available to all of its U.S. users today, according..."
"Fri, Jul. 05, 2013",Facebook (NASDAQ:FB) saw some insider selling earlier this week. CTO Michael Schroepfer sold 45K...
"Wed, Jul. 03, 2013","YouTube (NASDAQ:GOOG) is renewing its contract with top online music video platform Vevo, and is..."
"Tue, Jul. 02, 2013","Is Facebook (FB -1.1%) becoming a game publisher? TechCrunch reports the company is ""working..."
"Thu, Jun. 27, 2013","Facebook (NASDAQ:FB) is working on a chat room feature called Host Chat, TechCrunch reports...."
"Thu, Jun. 27, 2013",Facebook (FB +2.4%) ad product chief Gokul Rajaram is leaving for hot mobile payments startup...
"Wed, Jun. 26, 2013",Last night's May Comscore data suggests an uptick in overall engagement for Facebook...
"Mon, Jun. 24, 2013","One to watch: Latest technoboomer to hit the bigtime is Snapchat, which on the basis of new..."
